Employee Number,Attrition,AgeBand,Age,Department,Education,Education Field,Gender,JobRole,MaritalStatus,BusinessTravel,OverTime,TrainingTimesLastYear,DailyRate,DistanceFromHome,EnvironmentSatisfaction,HourlyRate,JobInvolvement,JobLevel,JobSatisfaction,MonthlyIncome,MonthlyRate,NumCompaniesWorked,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
1228,No,45 - 54,46,R&D,Master's Degree,Technical Degree,Male,Manufacturing Director,Divorced,Travel_Rarely,No,3,150,2,4,60,3,2,4,7379,17433,2,11,3,3,1,12,2,6,3,1,4
1231,No,35 - 44,42,HR,Doctoral Degree,Medical,Male,Human Resources,Married,Non-Travel,No,3,179,2,4,79,4,2,1,6272,12858,7,16,3,1,1,10,4,4,3,0,3
1233,No,Over 55,60,Sales,Master's Degree,Marketing,Male,Sales Executive,Divorced,Travel_Rarely,Yes,3,696,7,2,52,4,2,4,5220,10893,0,18,3,2,1,12,3,11,7,1,9
1234,No,25 - 34,32,R&D,Bachelor's Degree,Other,Female,Laboratory Technician,Married,Travel_Frequently,No,2,116,13,3,77,2,1,2,2743,7331,1,20,4,3,1,2,3,2,2,2,2
1235,No,25 - 34,32,R&D,Associates Degree,Life Sciences,Female,Research Scientist,Single,Travel_Frequently,Yes,2,1316,2,4,38,3,2,3,4998,2338,4,14,3,4,0,10,3,8,7,0,7
1237,No,35 - 44,36,R&D,Bachelor's Degree,Technical Degree,Female,Manufacturing Director,Divorced,Travel_Rarely,Yes,2,363,1,3,77,1,3,1,10252,4235,2,21,4,3,1,17,3,7,7,7,7
1238,No,25 - 34,33,R&D,Bachelor's Degree,Medical,Male,Research Scientist,Married,Travel_Rarely,No,5,117,9,1,60,3,1,4,2781,6311,0,13,3,2,1,15,3,14,10,4,10
1239,No,35 - 44,40,Sales,Bachelor's Degree,Technical Degree,Female,Sales Executive,Divorced,Travel_Rarely,No,2,107,10,2,84,2,2,2,6852,11591,7,12,3,2,1,7,4,5,1,1,3
1240,No,25 - 34,25,Sales,Master's Degree,Life Sciences,Male,Sales Executive,Single,Travel_Rarely,No,4,1356,10,3,57,3,2,4,4950,20623,0,14,3,2,0,5,3,4,3,1,1
1241,No,25 - 34,30,R&D,Bachelor's Degree,Medical,Male,Research Scientist,Married,Travel_Rarely,Yes,2,1465,1,4,63,3,1,2,3579,9369,0,21,4,1,1,12,3,11,9,5,7
1242,No,35 - 44,42,R&D,Doctoral Degree,Medical,Female,Research Director,Married,Travel_Frequently,Yes,6,458,26,1,60,3,3,1,13191,23281,3,17,3,3,0,20,3,1,0,0,0
1243,No,35 - 44,35,Sales,Associates Degree,Marketing,Female,Sales Executive,Married,Non-Travel,Yes,6,1212,8,3,78,2,3,4,10377,13755,4,11,3,2,1,16,2,13,2,4,12
1244,No,25 - 34,27,R&D,Bachelor's Degree,Life Sciences,Male,Research Scientist,Married,Travel_Rarely,Yes,3,1103,14,1,42,3,1,1,2235,14377,1,14,3,4,2,9,2,9,7,6,8
1245,No,45 - 54,54,R&D,Master's Degree,Life Sciences,Female,Manufacturing Director,Divorced,Travel_Frequently,No,2,966,1,4,53,3,3,3,10502,9659,7,17,3,1,1,33,1,5,4,1,4
1246,No,35 - 44,44,R&D,High School,Life Sciences,Female,Research Scientist,Married,Travel_Rarely,No,5,1117,2,1,72,4,1,4,2011,19982,1,13,3,4,1,10,3,10,5,7,7
1248,Yes,Under 25,19,R&D,Bachelor's Degree,Medical,Female,Research Scientist,Single,Non-Travel,Yes,2,504,10,1,96,2,1,2,1859,6148,1,25,4,2,0,1,4,1,1,0,0
1249,No,25 - 34,29,R&D,Bachelor's Degree,Life Sciences,Female,Research Scientist,Divorced,Travel_Rarely,No,5,1010,1,1,97,3,1,4,3760,5598,1,15,3,1,3,3,3,3,2,1,2
1250,No,45 - 54,54,R&D,Bachelor's Degree,Life Sciences,Male,Research Director,Married,Travel_Rarely,No,2,685,3,4,85,3,4,4,17779,23474,3,14,3,1,0,36,3,10,9,0,9
1251,No,25 - 34,31,R&D,Associates Degree,Medical,Male,Healthcare Representative,Married,Travel_Rarely,Yes,2,1332,11,3,80,3,2,1,6833,17089,1,12,3,4,0,6,2,6,5,0,1
1252,No,25 - 34,31,R&D,Bachelor's Degree,Medical,Female,Healthcare Representative,Single,Travel_Rarely,No,2,1062,24,3,96,2,2,1,6812,17198,1,19,3,2,0,10,3,10,9,1,8
1254,No,Over 55,59,Sales,Bachelor's Degree,Life Sciences,Female,Sales Executive,Single,Travel_Rarely,No,2,326,3,3,48,2,2,4,5171,16490,5,17,3,4,0,13,3,6,1,0,5
1255,No,35 - 44,43,R&D,Bachelor's Degree,Life Sciences,Male,Research Director,Married,Travel_Rarely,No,2,920,3,3,96,1,5,4,19740,18625,3,14,3,2,1,25,3,8,7,0,7
1256,No,45 - 54,49,R&D,Associates Degree,Medical,Male,Manager,Married,Travel_Rarely,No,2,1098,4,1,85,2,5,3,18711,12124,2,13,3,3,1,23,4,1,0,0,0
1257,No,35 - 44,36,R&D,Bachelor's Degree,Technical Degree,Male,Research Scientist,Married,Travel_Frequently,No,2,469,3,3,46,3,1,2,3692,9256,1,12,3,3,0,12,2,11,10,0,7
1258,No,45 - 54,48,R&D,Associates Degree,Technical Degree,Male,Laboratory Technician,Single,Travel_Rarely,No,4,969,2,4,76,4,1,2,2559,16620,5,11,3,3,0,7,2,1,0,0,0
1259,No,25 - 34,27,R&D,Associates Degree,Life Sciences,Male,Research Scientist,Divorced,Travel_Rarely,No,2,1167,4,1,76,3,1,3,2517,3208,1,11,3,2,3,5,3,5,3,0,3
1260,No,25 - 34,29,R&D,Bachelor's Degree,Life Sciences,Male,Healthcare Representative,Divorced,Travel_Rarely,Yes,2,1329,7,3,82,3,2,4,6623,4204,1,11,3,2,2,6,3,6,0,1,0
1263,No,45 - 54,48,R&D,Bachelor's Degree,Life Sciences,Male,Research Director,Single,Travel_Rarely,No,3,715,1,4,76,2,5,4,18265,8733,6,12,3,3,0,25,4,1,0,0,0
1264,No,25 - 34,29,R&D,Bachelor's Degree,Life Sciences,Female,Research Director,Divorced,Travel_Rarely,No,2,694,1,4,87,2,4,4,16124,3423,3,14,3,2,2,9,2,7,7,1,7
1265,No,25 - 34,34,R&D,Bachelor's Degree,Technical Degree,Female,Research Scientist,Married,Travel_Rarely,No,5,1320,20,3,89,4,1,3,2585,21643,0,17,3,4,0,2,2,1,0,0,0
1267,No,35 - 44,44,Sales,Bachelor's Degree,Marketing,Male,Manager,Married,Travel_Rarely,No,5,1099,5,2,88,3,5,2,18213,8751,7,11,3,3,1,26,3,22,9,3,10
1268,No,25 - 34,33,Sales,Doctoral Degree,Marketing,Male,Sales Executive,Divorced,Travel_Rarely,Yes,3,536,10,4,82,4,3,3,8380,21708,0,14,3,4,2,10,3,9,8,0,8
1269,No,Under 25,19,R&D,Bachelor's Degree,Life Sciences,Female,Research Scientist,Single,Travel_Rarely,Yes,2,265,25,2,57,4,1,4,2994,21221,1,12,3,4,0,1,3,1,0,0,1
1270,No,Under 25,23,R&D,Associates Degree,Life Sciences,Male,Research Scientist,Married,Travel_Rarely,No,2,373,1,4,47,3,1,3,1223,16901,1,22,4,4,1,1,3,1,0,0,1
1273,Yes,25 - 34,25,Sales,High School,Life Sciences,Male,Sales Representative,Single,Travel_Frequently,Yes,4,599,24,3,73,1,1,4,1118,8040,1,14,3,4,0,1,3,1,0,1,0
1275,No,25 - 34,26,R&D,Associates Degree,Life Sciences,Male,Research Scientist,Single,Travel_Rarely,Yes,2,583,4,3,53,3,1,4,2875,9973,1,20,4,2,0,8,2,8,5,2,2
1277,Yes,45 - 54,45,Sales,Bachelor's Degree,Marketing,Female,Manager,Single,Travel_Rarely,Yes,2,1449,2,1,94,1,5,2,18824,2493,2,16,3,1,0,26,3,24,10,1,11
1278,No,Over 55,55,R&D,High School,Medical,Male,Healthcare Representative,Divorced,Non-Travel,Yes,3,177,8,4,37,2,4,2,13577,25592,1,15,3,4,1,34,3,33,9,15,0
1279,Yes,Under 25,21,R&D,Associates Degree,Life Sciences,Female,Laboratory Technician,Single,Travel_Frequently,No,2,251,10,1,45,2,1,3,2625,25308,1,20,4,3,0,2,1,2,2,2,2
1280,No,45 - 54,46,Sales,Associates Degree,Marketing,Female,Manager,Married,Travel_Rarely,No,2,168,4,4,33,2,5,2,18789,9946,2,14,3,3,1,26,3,11,4,0,8
1281,No,25 - 34,34,Sales,Bachelor's Degree,Marketing,Female,Sales Executive,Single,Travel_Rarely,Yes,3,131,2,3,86,3,2,1,4538,6039,0,12,3,4,0,4,3,3,2,0,2
1282,No,45 - 54,51,Sales,Bachelor's Degree,Life Sciences,Male,Manager,Divorced,Travel_Frequently,Yes,5,237,9,4,83,3,5,2,19847,19196,4,24,4,1,1,31,2,29,10,11,10
1283,No,Over 55,59,R&D,Master's Degree,Medical,Male,Manufacturing Director,Single,Travel_Rarely,No,6,1429,18,4,67,3,3,4,10512,20002,6,12,3,4,0,25,2,9,7,5,4
1285,No,25 - 34,34,R&D,Bachelor's Degree,Medical,Female,Laboratory Technician,Divorced,Travel_Frequently,No,2,135,19,3,46,3,2,2,4444,22534,4,13,3,3,2,15,4,11,8,5,10
1286,No,25 - 34,28,R&D,Master's Degree,Medical,Male,Laboratory Technician,Single,Travel_Frequently,Yes,2,791,1,4,44,3,1,3,2154,6842,0,11,3,3,0,5,2,4,2,0,2
1288,No,35 - 44,44,R&D,Associates Degree,Life Sciences,Male,Manager,Divorced,Travel_Rarely,No,4,1199,4,3,92,4,5,1,19190,17477,1,14,3,4,2,26,2,25,9,14,13
1289,No,25 - 34,34,HR,Bachelor's Degree,Life Sciences,Male,Human Resources,Married,Travel_Frequently,No,5,648,11,3,56,2,2,2,4490,21833,4,11,3,4,2,14,4,10,9,1,8
1291,No,35 - 44,35,R&D,High School,Life Sciences,Male,Research Scientist,Married,Travel_Rarely,Yes,3,735,6,3,66,3,1,3,3506,6020,0,14,3,4,0,4,3,3,2,2,2
1292,No,35 - 44,42,R&D,Master's Degree,Medical,Female,Research Scientist,Married,Travel_Rarely,Yes,2,603,7,2,78,4,2,2,2372,5628,6,16,3,4,0,18,3,1,0,0,0
1293,No,35 - 44,43,Sales,Master's Degree,Marketing,Female,Sales Executive,Single,Travel_Rarely,No,3,531,4,4,56,2,3,4,10231,20364,3,14,3,4,0,23,4,21,7,15,17
1294,No,35 - 44,36,R&D,Master's Degree,Life Sciences,Female,Manufacturing Director,Single,Travel_Rarely,Yes,2,429,2,3,53,3,2,2,5410,2323,9,11,3,4,0,18,3,16,14,5,12
1295,Yes,35 - 44,44,R&D,Bachelor's Degree,Medical,Female,Healthcare Representative,Married,Travel_Rarely,No,2,621,15,1,73,3,3,4,7978,14075,1,11,3,4,1,10,3,10,7,0,5
1296,No,25 - 34,28,R&D,Bachelor's Degree,Life Sciences,Male,Laboratory Technician,Married,Travel_Frequently,Yes,2,193,2,4,52,2,1,4,3867,14222,1,12,3,2,1,2,3,2,2,2,2
1297,No,45 - 54,51,R&D,Associates Degree,Medical,Female,Laboratory Technician,Single,Travel_Frequently,No,6,968,6,2,40,2,1,3,2838,4257,0,14,3,2,0,8,2,7,0,7,7
1298,No,25 - 34,30,R&D,Associates Degree,Medical,Female,Manufacturing Director,Single,Non-Travel,Yes,3,879,9,3,72,3,2,3,4695,12858,7,18,3,3,0,10,3,8,4,1,7
1299,Yes,25 - 34,29,R&D,Bachelor's Degree,Technical Degree,Female,Laboratory Technician,Divorced,Travel_Rarely,Yes,2,806,7,2,39,3,1,3,3339,17285,3,13,3,1,2,10,3,7,7,7,7
1301,No,25 - 34,28,R&D,Bachelor's Degree,Technical Degree,Male,Research Scientist,Single,Travel_Rarely,No,2,640,1,4,84,3,1,1,2080,4732,2,11,3,2,0,5,2,3,2,1,2
1303,No,25 - 34,25,R&D,Bachelor's Degree,Medical,Female,Research Scientist,Single,Travel_Rarely,No,3,266,1,4,40,3,1,2,2096,18830,1,18,3,4,0,2,2,2,2,2,1
1304,No,25 - 34,32,Sales,Bachelor's Degree,Medical,Male,Sales Executive,Married,Travel_Rarely,No,4,604,8,3,56,4,2,4,6209,11693,1,15,3,3,2,10,4,10,7,0,8
1306,No,45 - 54,45,R&D,Bachelor's Degree,Medical,Female,Manager,Single,Travel_Frequently,No,4,364,25,2,83,3,5,2,18061,13035,3,22,4,3,0,22,3,0,0,0,0
1307,No,35 - 44,39,R&D,Master's Degree,Medical,Female,Manager,Divorced,Travel_Rarely,Yes,4,412,13,3,94,2,4,2,17123,17334,6,13,3,4,2,21,3,19,9,15,2
1308,No,Over 55,58,R&D,Master's Degree,Life Sciences,Male,Research Scientist,Divorced,Travel_Rarely,No,3,848,23,1,88,3,1,3,2372,26076,1,12,3,4,2,2,3,2,2,2,2
1309,Yes,25 - 34,32,R&D,Associates Degree,Life Sciences,Male,Laboratory Technician,Married,Travel_Rarely,No,3,1089,7,4,79,3,2,3,4883,22845,1,18,3,1,1,10,3,10,4,1,1
1310,Yes,35 - 44,39,R&D,Bachelor's Degree,Medical,Male,Research Scientist,Single,Travel_Rarely,No,2,360,23,3,93,3,1,1,3904,22154,0,13,3,1,0,6,3,5,2,0,3
1311,No,25 - 34,30,R&D,Bachelor's Degree,Technical Degree,Female,Laboratory Technician,Married,Travel_Rarely,No,6,1138,6,1,48,2,2,4,4627,23631,0,12,3,1,1,10,3,9,2,6,7
1312,No,35 - 44,36,R&D,Master's Degree,Technical Degree,Female,Healthcare Representative,Married,Travel_Rarely,No,0,325,10,4,63,3,3,3,7094,5747,3,12,3,1,0,10,3,7,7,1,7
1314,No,45 - 54,46,HR,Associates Degree,Life Sciences,Female,Human Resources,Single,Travel_Rarely,No,3,991,1,4,44,3,1,1,3423,22957,6,12,3,3,0,10,4,7,6,5,7
1315,No,25 - 34,28,R&D,Bachelor's Degree,Life Sciences,Female,Laboratory Technician,Married,Non-Travel,No,6,1476,1,3,55,1,2,4,6674,16392,0,11,3,1,3,10,3,9,8,7,5
1317,No,45 - 54,50,R&D,Bachelor's Degree,Life Sciences,Female,Research Director,Married,Travel_Rarely,Yes,2,1322,28,4,43,3,4,1,16880,22422,4,11,3,2,0,25,3,3,2,1,2
1318,Yes,35 - 44,40,Sales,Master's Degree,Marketing,Male,Sales Executive,Single,Travel_Rarely,Yes,2,299,25,4,57,2,3,2,9094,17235,2,12,3,3,0,9,3,5,4,1,0
1319,Yes,45 - 54,52,Sales,Bachelor's Degree,Life Sciences,Male,Sales Executive,Single,Travel_Rarely,Yes,2,1030,5,2,64,3,3,2,8446,21534,9,19,3,3,0,10,2,8,7,7,7
1321,No,25 - 34,30,R&D,Master's Degree,Medical,Female,Manager,Married,Travel_Rarely,Yes,2,634,17,2,95,3,3,1,11916,25927,1,23,4,4,2,9,3,9,1,0,8
1322,No,35 - 44,39,R&D,Associates Degree,Life Sciences,Male,Manufacturing Director,Single,Travel_Rarely,No,6,524,18,1,32,3,2,3,4534,13352,0,11,3,1,0,9,3,8,7,1,7
1324,No,25 - 34,31,Sales,Master's Degree,Life Sciences,Female,Sales Executive,Divorced,Non-Travel,Yes,5,587,2,4,57,3,3,3,9852,8935,1,19,3,1,1,10,2,10,8,9,6
1329,No,35 - 44,41,Sales,Associates Degree,Medical,Male,Sales Executive,Single,Non-Travel,No,4,256,10,3,40,1,2,2,6151,22074,1,13,3,1,0,19,3,19,2,11,9
1331,Yes,25 - 34,31,Sales,Bachelor's Degree,Life Sciences,Female,Sales Representative,Single,Travel_Frequently,Yes,2,1060,1,4,54,3,1,2,2302,8319,1,11,3,1,0,3,4,3,2,2,2
1333,Yes,35 - 44,44,R&D,Bachelor's Degree,Life Sciences,Male,Laboratory Technician,Married,Travel_Rarely,No,4,935,3,1,89,3,1,1,2362,14669,4,12,3,3,0,10,4,3,2,1,2
1334,No,35 - 44,42,R&D,High School,Life Sciences,Male,Manager,Married,Non-Travel,Yes,3,495,2,3,37,3,4,3,17861,26582,0,13,3,4,0,21,2,20,8,2,10
1336,No,Over 55,55,R&D,Associates Degree,Medical,Female,Manager,Married,Travel_Rarely,No,5,282,2,4,58,1,5,3,19187,6992,4,14,3,4,1,23,3,19,9,9,11
1338,No,Over 55,56,HR,Master's Degree,Life Sciences,Male,Manager,Single,Travel_Rarely,No,4,206,8,4,99,3,5,2,19717,4022,6,14,3,1,0,36,3,7,3,7,7
1340,No,35 - 44,40,R&D,Associates Degree,Life Sciences,Male,Research Scientist,Divorced,Non-Travel,No,0,458,16,3,74,3,1,3,3544,8532,9,16,3,2,1,6,3,4,2,0,0
1344,No,25 - 34,34,R&D,Bachelor's Degree,Life Sciences,Male,Healthcare Representative,Divorced,Travel_Rarely,No,0,943,9,4,86,3,3,4,8500,5494,0,11,3,4,1,10,2,9,7,1,6
1346,No,35 - 44,40,R&D,Bachelor's Degree,Life Sciences,Male,Research Scientist,Single,Travel_Rarely,No,4,523,2,3,98,3,2,4,4661,22455,1,13,3,3,0,9,3,9,8,8,8
1349,No,35 - 44,41,Sales,Bachelor's Degree,Marketing,Female,Sales Executive,Divorced,Travel_Frequently,No,2,1018,1,3,66,3,2,1,4103,4297,0,17,3,4,1,10,3,9,3,1,7
1350,No,35 - 44,35,R&D,Master's Degree,Life Sciences,Male,Research Scientist,Single,Travel_Frequently,Yes,3,482,4,3,87,3,2,3,4249,2690,1,11,3,2,0,9,3,9,6,1,1
1352,No,45 - 54,51,HR,Bachelor's Degree,Life Sciences,Male,Manager,Divorced,Travel_Rarely,Yes,2,770,5,3,84,3,4,2,14026,17588,1,11,3,2,1,33,3,33,9,0,10
1355,No,35 - 44,38,Sales,Associates Degree,Life Sciences,Female,Sales Executive,Divorced,Travel_Rarely,No,3,1009,2,2,31,3,2,1,6893,19461,3,15,3,4,1,11,3,7,7,1,7
1356,No,25 - 34,34,Sales,Associates Degree,Medical,Female,Sales Executive,Single,Travel_Rarely,No,6,507,15,3,66,3,2,1,6125,23553,1,12,3,4,0,10,4,10,8,9,6
1358,No,25 - 34,25,R&D,High School,Medical,Male,Laboratory Technician,Married,Travel_Rarely,No,6,882,19,4,67,3,1,4,3669,9075,3,11,3,3,3,7,2,3,2,1,2
1360,Yes,Over 55,58,R&D,Master's Degree,Medical,Female,Manufacturing Director,Married,Travel_Rarely,Yes,0,601,7,3,53,2,3,1,10008,12023,7,14,3,4,0,31,2,10,9,5,9
1361,No,35 - 44,40,R&D,Master's Degree,Life Sciences,Male,Laboratory Technician,Married,Travel_Rarely,No,3,329,1,2,88,3,1,2,2387,6762,3,22,4,3,1,7,3,4,2,0,3
1362,No,35 - 44,36,Sales,Bachelor's Degree,Marketing,Female,Sales Executive,Married,Travel_Frequently,No,2,607,7,1,83,4,2,1,4639,2261,2,16,3,4,1,17,2,15,7,6,13
1363,No,45 - 54,48,R&D,Bachelor's Degree,Life Sciences,Male,Manufacturing Director,Single,Travel_Rarely,No,2,855,4,4,54,3,3,4,7898,18706,1,11,3,3,0,11,3,10,9,0,8
1364,No,25 - 34,27,Sales,Bachelor's Degree,Medical,Female,Sales Representative,Married,Travel_Rarely,No,4,1291,11,3,98,4,1,4,2534,6527,8,14,3,2,1,5,3,1,0,0,0
1367,No,45 - 54,51,R&D,Associates Degree,Technical Degree,Female,Manufacturing Director,Single,Travel_Rarely,No,1,1405,11,4,82,2,4,2,13142,24439,3,16,3,2,0,29,2,5,2,0,3
1368,No,Under 25,18,R&D,Bachelor's Degree,Life Sciences,Female,Laboratory Technician,Single,Non-Travel,No,5,1124,1,4,97,3,1,4,1611,19305,1,15,3,3,0,0,4,0,0,0,0
1369,No,35 - 44,35,R&D,Bachelor's Degree,Medical,Female,Laboratory Technician,Married,Travel_Rarely,No,0,817,1,4,60,2,2,4,5363,10846,0,12,3,2,1,10,3,9,7,0,0
1371,No,25 - 34,27,Sales,High School,Life Sciences,Male,Sales Executive,Single,Travel_Frequently,No,3,793,2,4,43,1,2,4,5071,20392,3,20,4,2,0,8,3,6,2,0,0
1372,Yes,Over 55,55,Sales,Master's Degree,Marketing,Male,Sales Executive,Single,Travel_Rarely,Yes,2,267,13,1,85,4,4,3,13695,9277,6,17,3,3,0,24,2,19,7,3,8
1373,No,Over 55,56,R&D,Bachelor's Degree,Life Sciences,Male,Manufacturing Director,Married,Travel_Rarely,Yes,0,1369,23,4,68,3,4,2,13402,18235,4,12,3,1,1,33,3,19,16,15,9
1374,No,25 - 34,34,R&D,High School,Technical Degree,Female,Research Scientist,Divorced,Non-Travel,No,2,999,26,1,92,2,1,3,2029,15891,1,20,4,3,3,5,3,5,4,0,0
1375,No,35 - 44,40,R&D,High School,Medical,Female,Healthcare Representative,Divorced,Travel_Rarely,No,0,1202,2,2,89,4,2,3,6377,13888,5,20,4,2,3,15,3,12,11,11,8
1377,No,25 - 34,34,R&D,Bachelor's Degree,Medical,Male,Laboratory Technician,Married,Travel_Rarely,No,1,285,29,2,86,3,2,3,5429,17491,4,13,3,1,2,10,3,8,7,7,7
1379,Yes,25 - 34,31,Sales,Bachelor's Degree,Life Sciences,Female,Sales Representative,Single,Travel_Frequently,No,3,703,2,3,90,2,1,4,2785,11882,7,14,3,3,0,3,4,1,0,0,0
1380,Yes,35 - 44,35,Sales,Master's Degree,Marketing,Female,Sales Executive,Married,Travel_Frequently,Yes,0,662,18,4,67,3,2,3,4614,23288,0,18,3,3,1,5,2,4,2,3,2
1382,No,35 - 44,38,R&D,Bachelor's Degree,Life Sciences,Male,Research Scientist,Divorced,Travel_Frequently,No,2,693,7,4,57,4,1,3,2610,15748,1,11,3,4,3,4,3,4,2,0,3
1383,No,25 - 34,34,R&D,Master's Degree,Technical Degree,Female,Healthcare Representative,Single,Travel_Rarely,No,2,404,2,3,98,3,2,4,6687,6163,1,11,3,4,0,14,4,14,11,4,11
1387,No,25 - 34,28,Sales,Bachelor's Degree,Life Sciences,Male,Sales Executive,Married,Travel_Rarely,No,0,736,26,3,48,2,2,1,4724,24232,1,11,3,3,1,5,3,5,3,0,4
1389,Yes,25 - 34,31,R&D,Master's Degree,Medical,Male,Manufacturing Director,Married,Travel_Rarely,Yes,3,330,22,4,98,3,2,3,6179,21057,1,15,3,4,2,10,2,10,2,6,7
1390,No,35 - 44,39,Sales,Master's Degree,Life Sciences,Male,Sales Executive,Married,Travel_Rarely,Yes,2,1498,21,1,44,2,2,4,6120,3567,3,12,3,4,2,8,4,5,4,1,4
1391,No,45 - 54,51,Sales,Bachelor's Degree,Marketing,Male,Sales Executive,Married,Travel_Frequently,No,5,541,2,2,52,3,3,2,10596,15395,2,11,3,2,0,14,3,4,2,3,2
1392,No,35 - 44,41,R&D,Bachelor's Degree,Life Sciences,Female,Research Scientist,Divorced,Travel_Frequently,Yes,4,1200,22,4,75,3,2,4,5467,13953,3,14,3,1,2,12,2,6,2,3,3
1394,No,35 - 44,37,R&D,High School,Life Sciences,Male,Research Scientist,Married,Travel_Rarely,Yes,2,1439,4,3,54,3,1,3,2996,5182,7,15,3,4,0,8,3,6,4,1,3
1395,No,25 - 34,33,Sales,High School,Life Sciences,Male,Sales Executive,Married,Travel_Frequently,No,2,1111,5,2,61,3,2,4,9998,19293,6,13,3,1,0,8,4,5,4,1,2
1396,No,25 - 34,32,Sales,High School,Marketing,Male,Sales Executive,Married,Travel_Rarely,Yes,3,499,2,3,36,3,2,2,4078,20497,0,13,3,1,3,4,2,3,2,1,2
1397,No,35 - 44,39,R&D,Associates Degree,Life Sciences,Male,Healthcare Representative,Married,Non-Travel,No,2,1485,25,3,71,3,3,3,10920,3449,3,21,4,2,1,13,3,6,4,0,5
1399,No,25 - 34,25,Sales,High School,Life Sciences,Male,Sales Executive,Married,Travel_Rarely,No,3,1372,18,1,93,4,2,3,6232,12477,2,11,3,2,0,6,2,3,2,1,2
1401,No,45 - 54,52,R&D,Associates Degree,Medical,Female,Manufacturing Director,Married,Travel_Frequently,Yes,3,322,28,4,59,4,4,3,13247,9731,2,11,3,2,1,24,2,5,3,0,2
1402,No,35 - 44,43,R&D,Bachelor's Degree,Medical,Female,Research Scientist,Single,Travel_Rarely,Yes,3,930,6,1,73,2,2,3,4081,20003,1,14,3,1,0,20,1,20,7,1,8
1403,No,25 - 34,27,Sales,Bachelor's Degree,Marketing,Female,Sales Executive,Married,Travel_Rarely,Yes,3,205,10,4,98,2,2,4,5769,7100,1,11,3,4,0,6,3,6,2,4,4
1405,Yes,25 - 34,27,R&D,Master's Degree,Life Sciences,Female,Research Scientist,Single,Travel_Rarely,Yes,2,135,17,4,51,3,1,3,2394,25681,1,13,3,4,0,8,3,8,2,7,7
1407,No,25 - 34,26,R&D,High School,Medical,Male,Research Scientist,Single,Travel_Rarely,No,2,683,2,1,36,2,1,4,3904,4050,0,12,3,4,0,5,3,4,3,1,1
1408,No,35 - 44,42,HR,Bachelor's Degree,Human Resources,Female,Manager,Married,Travel_Rarely,No,5,1147,10,3,31,3,4,1,16799,16616,0,14,3,3,1,21,3,20,7,0,9
1955,No,25 - 34,32,R&D,Master's Degree,Medical,Female,Healthcare Representative,Divorced,Non-Travel,No,6,1146,15,3,34,3,2,4,6667,16542,5,18,3,2,1,9,3,5,1,1,2
1662,No,35 - 44,36,R&D,Master's Degree,Medical,Female,Manufacturing Director,Married,Non-Travel,No,6,894,1,4,33,2,2,3,4374,15411,0,15,3,3,0,4,3,3,2,1,2
1630,No,35 - 44,35,R&D,Master's Degree,Life Sciences,Female,Healthcare Representative,Married,Non-Travel,No,5,208,8,3,52,3,2,3,4148,12250,1,12,3,4,1,15,3,14,11,2,9
2000,No,45 - 54,47,R&D,High School,Medical,Female,Research Director,Married,Non-Travel,No,3,1162,1,3,98,3,3,2,11957,17231,0,18,3,1,2,14,1,13,8,5,12
1839,No,Under 25,18,R&D,Bachelor's Degree,Medical,Female,Research Scientist,Single,Non-Travel,No,4,1431,14,2,33,3,1,3,1514,8018,1,16,3,3,0,0,1,0,0,0,0
1929,No,35 - 44,39,Sales,Master's Degree,Life Sciences,Female,Sales Executive,Married,Non-Travel,No,1,1251,21,1,32,1,2,3,5736,3987,6,19,3,3,1,10,3,3,2,1,2
1495,No,Under 25,24,Sales,Associates Degree,Life Sciences,Female,Sales Representative,Married,Non-Travel,No,2,830,13,4,78,3,1,2,2033,7103,1,13,3,3,1,1,3,1,0,0,0
1756,No,25 - 34,33,Sales,Bachelor's Degree,Marketing,Female,Sales Executive,Single,Non-Travel,No,2,1283,2,4,62,3,2,2,5147,10697,8,15,3,4,0,13,2,11,7,1,7
1900,No,45 - 54,48,R&D,Bachelor's Degree,Medical,Female,Manager,Divorced,Travel_Frequently,No,3,117,22,4,58,3,4,4,17174,2437,3,11,3,2,1,24,3,22,17,4,7
2025,No,35 - 44,36,R&D,Associates Degree,Life Sciences,Female,Manufacturing Director,Divorced,Travel_Frequently,No,3,688,4,4,97,3,2,2,5131,9192,7,13,3,2,3,18,3,4,2,0,2
1760,No,35 - 44,38,R&D,Associates Degree,Medical,Female,Laboratory Technician,Married,Travel_Frequently,No,4,594,2,3,75,2,1,2,2468,15963,4,14,3,2,1,9,2,6,1,0,5
1870,No,25 - 34,27,R&D,Bachelor's Degree,Life Sciences,Female,Research Scientist,Married,Travel_Frequently,No,2,1131,15,4,77,2,1,1,4774,23844,0,19,3,4,1,8,2,7,6,7,3
1985,No,35 - 44,40,R&D,Bachelor's Degree,Technical Degree,Female,Laboratory Technician,Married,Travel_Frequently,No,2,692,11,4,73,3,2,3,6323,26849,1,11,3,1,1,10,4,10,9,9,4
1513,No,25 - 34,29,R&D,High School,Life Sciences,Female,Laboratory Technician,Married,Travel_Frequently,No,3,410,2,4,97,3,1,2,3180,4668,0,13,3,3,3,4,3,3,2,0,2
